Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Product_ID,Product_Name,Category,Subcategory,Province,Region_Group,City,Channel,Payment_Method,Ship_Mode,Quantity,Unit_Price_USD,Discount,Gross_Sales_USD,Discount_Amount_USD,Net_Sales_USD,Unit_Cost_USD,Total_Cost_USD,Profit_USD,Profit_Margin,Delivery_Days,Return_Status
ORD100463,2023-10-08,2023-10-11,C0254,Nokuthula Patel,Consumer,P1034,Laptop Backpack,Apparel,Bags,Gauteng,Inland,Johannesburg,Online,Mobile Money,Standard,1,28.62,0.1,28.62,2.86,25.76,16.36,16.36,9.4,0.3649,3,Not Returned
ORD100464,2023-11-13,2023-11-20,C0100,Nokuthula Maseko,Small Business,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,Eastern Cape,Coastal,Gqeberha,Retail Store,EFT,Same Day,2,3.93,0.0,7.86,0.0,7.86,2.05,4.1,3.76,0.4784,7,Not Returned
ORD100465,2025-12-25,2025-12-27,C0329,Tendai Patel,Corporate,P1035,Rain Jacket,Apparel,Outerwear,Mpumalanga,Inland,Middelburg,Online,Mobile Money,Standard,3,36.13,0.05,108.39,5.42,102.97,20.22,60.66,42.31,0.4109,2,Not Returned
ORD100466,2023-09-26,2023-09-30,C0190,Tariro Naidoo,Consumer,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Western Cape,Coastal,Stellenbosch,Online,Cash,Collection,1,24.01,0.0,24.01,0.0,24.01,14.56,14.56,9.45,0.3936,4,Not Returned
ORD100467,2025-12-07,2025-12-11,C0029,Precious Mokoena,Consumer,P1006,Keyboard Combo,Technology,Accessories,Gauteng,Inland,Soweto,Online,Cash,Standard,2,24.3,0.0,48.6,0.0,48.6,12.74,25.48,23.12,0.4757,4,Not Returned
ORD100468,2023-10-19,2023-10-24,C0137,Sibusiso Nkosi,Consumer,P1025,Microwave 30L,Home & Kitchen,Appliances,KwaZulu-Natal,Coastal,Pinetown,Call Centre,Card,Express,4,96.35,0.0,385.4,0.0,385.4,67.51,270.04,115.36,0.2993,5,Not Returned
ORD100469,2024-12-25,2024-12-27,C0249,Amina Chuma,Consumer,P1017,Lever Arch File Pack,Office Supplies,Filing,Eastern Cape,Coastal,East London,Corporate Account,EFT,Standard,4,7.99,0.0,31.96,0.0,31.96,3.72,14.88,17.08,0.5344,2,Not Returned
ORD100470,2023-09-01,2023-09-03,C0491,Lerato Khumalo,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Gauteng,Inland,Midrand,Online,Card,Standard,3,76.03,0.0,228.09,0.0,228.09,50.03,150.09,78.0,0.342,2,Not Returned
ORD100471,2024-02-25,2024-02-29,C0170,Sibusiso Khumalo,Consumer,P1010,A4 Copy Paper Box,Office Supplies,Paper & Stationery,North West,Inland,Klerksdorp,Online,Card,Express,1,26.24,0.0,26.24,0.0,26.24,14.48,14.48,11.76,0.4482,4,Not Returned
ORD100472,2024-07-22,2024-07-24,C0496,Nokuthula Mathebula,Corporate,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Gauteng,Inland,Soweto,Retail Store,Cash,Standard,2,113.77,0.0,227.54,0.0,227.54,71.57,143.14,84.4,0.3709,2,Not Returned
ORD100473,2025-06-08,2025-06-13,C0185,Kudzai Sibanda,Corporate,P1032,Safety Shoes,Apparel,Footwear,KwaZulu-Natal,Coastal,Pinetown,Online,Mobile Money,Standard,4,47.3,0.05,189.2,9.46,179.74,26.85,107.4,72.34,0.4025,5,Not Returned
ORD100474,2023-07-22,2023-07-29,C0203,Thabo Chuma,Corporate,P1009,HDMI Cable,Technology,Accessories,Gauteng,Inland,Soweto,Retail Store,EFT,Standard,1,5.98,0.05,5.98,0.3,5.68,3.24,3.24,2.44,0.4296,7,Not Returned
ORD100475,2024-11-19,2024-11-23,C0162,Farai Mabena,Small Business,P1032,Safety Shoes,Apparel,Footwear,KwaZulu-Natal,Coastal,Pinetown,Online,Cash,Standard,3,47.61,0.15,142.83,21.42,121.41,28.34,85.02,36.39,0.2997,4,Not Returned
ORD100476,2025-07-02,2025-07-07,C0309,Thabo Naidoo,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,North West,Inland,Mahikeng,Retail Store,Card,Standard,10,60.88,0.0,608.8,0.0,608.8,45.86,458.6,150.2,0.2467,5,Not Returned
ORD100477,2023-08-25,2023-08-30,C0241,Tendai Mthembu,Small Business,P1013,Printer Toner Black,Office Supplies,Printing,Gauteng,Inland,Johannesburg,Retail Store,Cash,Standard,3,64.46,0.15,193.38,29.01,164.37,43.21,129.63,34.74,0.2114,5,Not Returned
ORD100478,2025-04-14,2025-04-17,C0380,Rumbidzai Williams,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Free State,Inland,Welkom,Online,Cash,Standard,2,72.17,0.0,144.34,0.0,144.34,49.58,99.16,45.18,0.313,3,Not Returned
ORD100479,2025-12-25,2025-12-28,C0250,Kabelo Patel,Corporate,P1017,Lever Arch File Pack,Office Supplies,Filing,North West,Inland,Mahikeng,Retail Store,Card,Standard,1,7.78,0.15,7.78,1.17,6.61,4.23,4.23,2.38,0.3601,3,Not Returned
ORD100480,2025-03-31,2025-04-06,C0222,Mpho Mahlangu,Small Business,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Gauteng,Inland,Midrand,Call Centre,Card,Same Day,1,106.58,0.1,106.58,10.66,95.92,74.81,74.81,21.11,0.2201,6,Not Returned
ORD100481,2023-12-16,2023-12-18,C0131,Thabo Khumalo,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Western Cape,Coastal,Stellenbosch,Retail Store,Cash,Express,3,71.64,0.0,214.92,0.0,214.92,51.64,154.92,60.0,0.2792,2,Not Returned
ORD100482,2024-07-13,2024-07-17,C0142,Tariro Nkosi,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,North West,Inland,Klerksdorp,Online,EFT,Same Day,4,13.84,0.0,55.36,0.0,55.36,6.62,26.48,28.88,0.5217,4,Not Returned
ORD100483,2025-09-19,2025-09-24,C0179,Precious Naidoo,Small Business,P1023,Bookshelf 5 Tier,Furniture,Storage,Gauteng,Inland,Midrand,Online,EFT,Standard,1,83.32,0.0,83.32,0.0,83.32,55.3,55.3,28.02,0.3363,5,Not Returned
ORD100484,2023-06-09,2023-06-10,C0408,Amina Moyo,Consumer,P1004,Chromebook Edu,Technology,Laptops,Western Cape,Coastal,Cape Town,Online,EFT,Standard,1,267.72,0.1,267.72,26.77,240.95,225.07,225.07,15.88,0.0659,1,Returned
ORD100485,2024-09-12,2024-09-13,C0391,Nomsa Ndlovu,Corporate,P1031,Corporate Shirt,Apparel,Workwear,Northern Cape,Inland,Kimberley,Corporate Account,Cash,Collection,2,15.78,0.05,31.56,1.58,29.98,6.72,13.44,16.54,0.5517,1,Returned
ORD100486,2024-02-18,2024-02-21,C0468,Farai Mokoena,Corporate,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,Limpopo,Inland,Polokwane,Retail Store,Cash,Standard,3,3.98,0.05,11.94,0.6,11.34,2.0,6.0,5.34,0.4709,3,Not Returned
ORD100487,2023-02-06,2023-02-13,C0418,Nandi Nkosi,Consumer,P1020,Office Desk 1200mm,Furniture,Desks,North West,Inland,Klerksdorp,Online,Card,Collection,1,175.61,0.05,175.61,8.78,166.83,134.75,134.75,32.08,0.1923,7,Not Returned
ORD100488,2025-06-25,2025-06-30,C0140,Sipho Gumede,Corporate,P1031,Corporate Shirt,Apparel,Workwear,KwaZulu-Natal,Coastal,Durban,Corporate Account,Card,Express,2,15.77,0.0,31.54,0.0,31.54,7.05,14.1,17.44,0.5529,5,Not Returned
ORD100489,2025-10-03,2025-10-04,C0450,Farai Gumede,Consumer,P1021,Boardroom Table,Furniture,Tables,Gauteng,Inland,Pretoria,Corporate Account,EFT,Standard,1,461.81,0.0,461.81,0.0,461.81,337.7,337.7,124.11,0.2687,1,Not Returned
ORD100490,2025-08-20,2025-08-23,C0053,Chipo Mahlangu,Corporate,P1023,Bookshelf 5 Tier,Furniture,Storage,Gauteng,Inland,Soweto,Online,EFT,Same Day,1,90.04,0.2,90.04,18.01,72.03,51.08,51.08,20.95,0.2909,3,Not Returned
ORD100491,2024-12-23,2024-12-29,C0438,Kudzai Mabena,Small Business,P1021,Boardroom Table,Furniture,Tables,Western Cape,Coastal,George,Retail Store,Card,Standard,1,463.77,0.05,463.77,23.19,440.58,321.1,321.1,119.48,0.2712,6,Returned
ORD100492,2023-02-25,2023-02-28,C0222,Mpho Mahlangu,Small Business,P1006,Keyboard Combo,Technology,Accessories,Gauteng,Inland,Midrand,Retail Store,Mobile Money,Standard,1,23.43,0.0,23.43,0.0,23.43,12.91,12.91,10.52,0.449,3,Not Returned
ORD100493,2023-04-26,2023-04-28,C0376,Sipho Patel,Small Business,P1035,Rain Jacket,Apparel,Outerwear,Northern Cape,Inland,Upington,Retail Store,Mobile Money,Standard,2,35.62,0.0,71.24,0.0,71.24,21.33,42.66,28.58,0.4012,2,Not Returned
ORD100494,2023-07-03,2023-07-10,C0246,Precious Khumalo,Consumer,P1009,HDMI Cable,Technology,Accessories,North West,Inland,Mahikeng,Retail Store,Card,Standard,3,6.19,0.0,18.57,0.0,18.57,3.01,9.03,9.54,0.5137,7,Returned
ORD100495,2025-05-12,2025-05-15,C0332,Nandi Williams,Consumer,P1025,Microwave 30L,Home & Kitchen,Appliances,Gauteng,Inland,Soweto,Call Centre,Card,Standard,1,92.86,0.05,92.86,4.64,88.22,63.19,63.19,25.03,0.2837,3,Not Returned
ORD100496,2023-07-20,2023-07-25,C0317,Sibusiso Dube,Consumer,P1032,Safety Shoes,Apparel,Footwear,Western Cape,Coastal,George,Online,EFT,Express,2,45.88,0.05,91.76,4.59,87.17,26.6,53.2,33.97,0.3897,5,Not Returned
ORD100497,2024-11-17,2024-11-20,C0043,Precious Khumalo,Consumer,P1032,Safety Shoes,Apparel,Footwear,KwaZulu-Natal,Coastal,Pietermaritzburg,Corporate Account,Cash,Collection,3,42.81,0.1,128.43,12.84,115.59,25.64,76.92,38.67,0.3345,3,Not Returned
ORD100498,2024-03-14,2024-03-17,C0298,Lerato Patel,Small Business,P1008,External SSD 1TB,Technology,Storage,Western Cape,Coastal,Stellenbosch,Online,Card,Express,1,76.49,0.0,76.49,0.0,76.49,49.19,49.19,27.3,0.3569,3,Not Returned
ORD100499,2023-07-08,2023-07-10,C0149,Lerato Mokoena,Small Business,P1009,HDMI Cable,Technology,Accessories,Eastern Cape,Coastal,Gqeberha,Online,EFT,Standard,1,5.7,0.0,5.7,0.0,5.7,3.25,3.25,2.45,0.4298,2,Not Returned
ORD100500,2025-06-24,2025-07-01,C0022,Mpho Mathebula,Small Business,P1007,USB-C Dock,Technology,Accessories,KwaZulu-Natal,Coastal,Durban,Online,EFT,Standard,1,85.02,0.05,85.02,4.25,80.77,50.49,50.49,30.28,0.3749,7,Not Returned
ORD100501,2025-04-28,2025-04-29,C0267,Farai Dube,Small Business,P1001,Laptop Pro 14,Technology,Laptops,Eastern Cape,Coastal,Gqeberha,Corporate Account,Card,Standard,1,671.65,0.0,671.65,0.0,671.65,494.75,494.75,176.9,0.2634,1,Not Returned
ORD100502,2025-11-23,2025-11-26,C0159,Lerato Mokoena,Consumer,P1003,Business Laptop 15,Technology,Laptops,North West,Inland,Rustenburg,Call Centre,Cash,Standard,1,591.79,0.0,591.79,0.0,591.79,398.35,398.35,193.44,0.3269,3,Not Returned
ORD100503,2025-12-27,2025-12-28,C0430,Blessing Naidoo,Consumer,P1009,HDMI Cable,Technology,Accessories,Gauteng,Inland,Midrand,Call Centre,Cash,Standard,3,5.85,0.15,17.55,2.63,14.92,3.07,9.21,5.71,0.3827,1,Not Returned
ORD100504,2024-02-15,2024-02-17,C0331,Kabelo Williams,Corporate,P1008,External SSD 1TB,Technology,Storage,KwaZulu-Natal,Coastal,Pinetown,Retail Store,Card,Standard,4,75.22,0.0,300.88,0.0,300.88,48.64,194.56,106.32,0.3534,2,Not Returned
ORD100505,2024-10-14,2024-10-17,C0499,Kabelo Patel,Corporate,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Eastern Cape,Coastal,Gqeberha,Corporate Account,Card,Standard,2,42.48,0.2,84.96,16.99,67.97,23.36,46.72,21.25,0.3126,3,Not Returned
ORD100506,2023-11-25,2023-11-27,C0099,Tariro Naidoo,Small Business,P1015,Desk Organiser,Office Supplies,Desk Accessories,Western Cape,Coastal,Cape Town,Online,Card,Standard,4,13.02,0.15,52.08,7.81,44.27,7.16,28.64,15.63,0.3531,2,Not Returned
ORD100507,2024-09-27,2024-10-02,C0118,Sibusiso Chuma,Consumer,P1018,Whiteboard Marker Set,Office Supplies,Presentation,Western Cape,Coastal,George,Corporate Account,Card,Standard,1,8.87,0.0,8.87,0.0,8.87,3.97,3.97,4.9,0.5524,5,Not Returned
ORD100508,2023-03-01,2023-03-05,C0475,Nokuthula Williams,Small Business,P1023,Bookshelf 5 Tier,Furniture,Storage,Gauteng,Inland,Soweto,Online,Cash,Same Day,2,86.18,0.05,172.36,8.62,163.74,51.4,102.8,60.94,0.3722,4,Not Returned
ORD100509,2025-09-22,2025-09-25,C0288,Chipo Williams,Consumer,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Free State,Inland,Bloemfontein,Online,Card,Standard,1,22.2,0.0,22.2,0.0,22.2,14.34,14.34,7.86,0.3541,3,Not Returned
ORD100510,2025-04-13,2025-04-19,C0383,Zanele Maseko,Consumer,P1014,Ink Cartridge Colour,Office Supplies,Printing,Gauteng,Inland,Johannesburg,Online,Cash,Collection,4,29.72,0.0,118.88,0.0,118.88,18.34,73.36,45.52,0.3829,6,Not Returned
ORD100511,2025-06-07,2025-06-10,C0218,Amina Moyo,Consumer,P1035,Rain Jacket,Apparel,Outerwear,KwaZulu-Natal,Coastal,Pinetown,Corporate Account,EFT,Standard,3,35.23,0.0,105.69,0.0,105.69,19.48,58.44,47.25,0.4471,3,Not Returned
ORD100512,2023-07-04,2023-07-11,C0006,Thabo Mabena,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Mpumalanga,Inland,Middelburg,Online,EFT,Standard,4,100.21,0.05,400.84,20.04,380.8,64.58,258.32,122.48,0.3216,7,Not Returned
ORD100513,2024-04-28,2024-05-05,C0495,Thabo Dube,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Western Cape,Coastal,Bellville,Online,Card,Standard,4,96.79,0.05,387.16,19.36,367.8,71.78,287.12,80.68,0.2194,7,Not Returned
ORD100514,2023-04-25,2023-04-27,C0209,Thabo Maseko,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Gauteng,Inland,Soweto,Online,Card,Express,2,118.02,0.0,236.04,0.0,236.04,65.56,131.12,104.92,0.4445,2,Not Returned
ORD100515,2024-07-22,2024-07-24,C0407,Rumbidzai Gumede,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,KwaZulu-Natal,Coastal,Durban,Retail Store,Cash,Standard,10,65.06,0.0,650.6,0.0,650.6,42.32,423.2,227.4,0.3495,2,Not Returned
ORD100516,2023-03-13,2023-03-14,C0234,Precious Mahlangu,Small Business,P1008,External SSD 1TB,Technology,Storage,Western Cape,Coastal,Bellville,Retail Store,Cash,Standard,1,75.96,0.0,75.96,0.0,75.96,47.64,47.64,28.32,0.3728,1,Not Returned
ORD100517,2025-02-26,2025-03-05,C0361,Amina Nkosi,Consumer,P1003,Business Laptop 15,Technology,Laptops,Gauteng,Inland,Soweto,Retail Store,EFT,Standard,2,670.03,0.0,1340.06,0.0,1340.06,392.78,785.56,554.5,0.4138,7,Not Returned
ORD100518,2025-06-25,2025-06-30,C0427,Nandi Mabena,Consumer,P1033,Reflective Jacket,Apparel,Workwear,KwaZulu-Natal,Coastal,Pietermaritzburg,Corporate Account,Card,Collection,1,20.94,0.15,20.94,3.14,17.8,10.87,10.87,6.93,0.3893,5,Not Returned
ORD100519,2024-04-27,2024-05-03,C0414,Nandi Sibanda,Small Business,P1011,Premium Notebook,Office Supplies,Paper & Stationery,Gauteng,Inland,Johannesburg,Retail Store,Card,Collection,2,4.96,0.0,9.92,0.0,9.92,2.65,5.3,4.62,0.4657,6,Not Returned
ORD100520,2025-04-12,2025-04-14,C0428,Thabo Maseko,Consumer,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Western Cape,Coastal,Bellville,Corporate Account,EFT,Express,2,23.21,0.1,46.42,4.64,41.78,13.43,26.86,14.92,0.3571,2,Not Returned
ORD100521,2024-11-12,2024-11-14,C0498,Thabo Dube,Consumer,P1023,Bookshelf 5 Tier,Furniture,Storage,Western Cape,Coastal,George,Corporate Account,EFT,Standard,1,71.72,0.1,71.72,7.17,64.55,54.43,54.43,10.12,0.1568,2,Not Returned
ORD100522,2024-12-21,2024-12-27,C0180,Chipo Chuma,Small Business,P1016,Stapler Heavy Duty,Office Supplies,Desk Accessories,Western Cape,Coastal,Cape Town,Online,EFT,Express,2,9.56,0.05,19.12,0.96,18.16,4.63,9.26,8.9,0.4901,6,Not Returned
ORD100523,2024-01-12,2024-01-14,C0246,Precious Khumalo,Consumer,P1027,Toaster 4 Slice,Home & Kitchen,Small Appliances,North West,Inland,Mahikeng,Online,EFT,Standard,4,33.94,0.0,135.76,0.0,135.76,23.29,93.16,42.6,0.3138,2,Not Returned
ORD100524,2025-07-05,2025-07-06,C0290,Tariro Naidoo,Corporate,P1020,Office Desk 1200mm,Furniture,Desks,Mpumalanga,Inland,Mbombela,Corporate Account,Cash,Express,1,196.83,0.0,196.83,0.0,196.83,115.8,115.8,81.03,0.4117,1,Not Returned
ORD100525,2024-10-16,2024-10-26,C0422,Sibusiso Chuma,Consumer,P1017,Lever Arch File Pack,Office Supplies,Filing,Free State,Inland,Sasolburg,Online,EFT,Standard,2,7.48,0.0,14.96,0.0,14.96,3.83,7.66,7.3,0.488,10,Not Returned
ORD100526,2024-12-17,2024-12-18,C0145,Zanele Mathebula,Consumer,P1034,Laptop Backpack,Apparel,Bags,Free State,Inland,Sasolburg,Call Centre,Mobile Money,Standard,3,32.19,0.1,96.57,9.66,86.91,17.56,52.68,34.23,0.3939,1,Not Returned
ORD100527,2023-02-17,2023-02-20,C0248,Lerato Mabena,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Free State,Inland,Sasolburg,Corporate Account,Mobile Money,Standard,1,84.66,0.1,84.66,8.47,76.19,48.04,48.04,28.15,0.3695,3,Not Returned
ORD100528,2025-12-15,2025-12-17,C0332,Nandi Williams,Consumer,P1004,Chromebook Edu,Technology,Laptops,Gauteng,Inland,Soweto,Online,Mobile Money,Standard,1,325.19,0.05,325.19,16.26,308.93,208.59,208.59,100.34,0.3248,2,Not Returned
ORD100529,2025-12-12,2025-12-13,C0141,Blessing Gumede,Consumer,P1008,External SSD 1TB,Technology,Storage,Eastern Cape,Coastal,Gqeberha,Retail Store,Card,Express,1,71.26,0.05,71.26,3.56,67.7,49.0,49.0,18.7,0.2762,1,Not Returned
ORD100530,2024-01-26,2024-01-30,C0461,Lerato Khumalo,Consumer,P1032,Safety Shoes,Apparel,Footwear,Gauteng,Inland,Johannesburg,Corporate Account,Card,Standard,5,40.71,0.1,203.55,20.36,183.19,27.86,139.3,43.89,0.2396,4,Not Returned
ORD100531,2024-02-28,2024-03-04,C0301,Blessing Mathebula,Consumer,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Northern Cape,Inland,Kimberley,Online,Card,Collection,1,122.05,0.0,122.05,0.0,122.05,82.08,82.08,39.97,0.3275,5,Not Returned
ORD100532,2023-02-28,2023-03-07,C0020,Mpho Moyo,Corporate,P1018,Whiteboard Marker Set,Office Supplies,Presentation,Gauteng,Inland,Soweto,Corporate Account,Card,Express,5,8.52,0.05,42.6,2.13,40.47,4.16,20.8,19.67,0.486,7,Not Returned
ORD100533,2023-12-18,2023-12-25,C0283,Zanele Williams,Consumer,P1023,Bookshelf 5 Tier,Furniture,Storage,Mpumalanga,Inland,Middelburg,Online,Card,Standard,2,88.4,0.0,176.8,0.0,176.8,54.91,109.82,66.98,0.3788,7,Not Returned
ORD100534,2025-05-16,2025-05-21,C0298,Lerato Patel,Small Business,P1031,Corporate Shirt,Apparel,Workwear,Western Cape,Coastal,Stellenbosch,Online,Card,Standard,1,14.75,0.15,14.75,2.21,12.54,6.66,6.66,5.88,0.4689,5,Not Returned
ORD100535,2024-12-26,2025-01-01,C0119,Nokuthula Dube,Corporate,P1018,Whiteboard Marker Set,Office Supplies,Presentation,Gauteng,Inland,Pretoria,Retail Store,Cash,Standard,4,8.22,0.15,32.88,4.93,27.95,4.27,17.08,10.87,0.3889,6,Not Returned
ORD100536,2024-06-03,2024-06-06,C0255,Sibusiso Mathebula,Consumer,P1035,Rain Jacket,Apparel,Outerwear,Western Cape,Coastal,Bellville,Retail Store,Card,Collection,2,36.98,0.05,73.96,3.7,70.26,19.57,39.14,31.12,0.4429,3,Not Returned
ORD100537,2023-03-26,2023-03-29,C0168,Thabo Mabena,Corporate,P1007,USB-C Dock,Technology,Accessories,Gauteng,Inland,Pretoria,Call Centre,Cash,Standard,1,77.26,0.1,77.26,7.73,69.53,53.23,53.23,16.3,0.2344,3,Not Returned
ORD100538,2024-10-11,2024-10-16,C0344,Sibusiso Naidoo,Consumer,P1001,Laptop Pro 14,Technology,Laptops,KwaZulu-Natal,Coastal,Pinetown,Online,Mobile Money,Standard,1,753.12,0.1,753.12,75.31,677.81,469.75,469.75,208.06,0.307,5,Not Returned
ORD100539,2024-07-29,2024-07-31,C0493,Blessing Naidoo,Consumer,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Eastern Cape,Coastal,Mthatha,Corporate Account,EFT,Express,4,36.57,0.0,146.28,0.0,146.28,25.05,100.2,46.08,0.315,2,Not Returned
ORD100540,2024-06-24,2024-06-30,C0152,Thabo Naidoo,Small Business,P1032,Safety Shoes,Apparel,Footwear,Limpopo,Inland,Tzaneen,Retail Store,EFT,Same Day,1,41.98,0.1,41.98,4.2,37.78,25.91,25.91,11.87,0.3142,6,Not Returned
ORD100541,2023-07-07,2023-07-11,C0137,Sibusiso Nkosi,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,KwaZulu-Natal,Coastal,Pinetown,Online,Cash,Standard,2,113.47,0.05,226.94,11.35,215.59,65.23,130.46,85.13,0.3949,4,Returned
ORD100542,2025-11-12,2025-11-18,C0323,Kudzai Nkosi,Consumer,P1020,Office Desk 1200mm,Furniture,Desks,Gauteng,Inland,Johannesburg,Corporate Account,Cash,Standard,3,189.79,0.0,569.37,0.0,569.37,125.7,377.1,192.27,0.3377,6,Not Returned
ORD100543,2023-11-24,2023-11-27,C0270,Zanele Patel,Corporate,P1033,Reflective Jacket,Apparel,Workwear,Free State,Inland,Sasolburg,Corporate Account,EFT,Express,2,18.17,0.1,36.34,3.63,32.71,11.49,22.98,9.73,0.2975,3,Not Returned
ORD100544,2024-03-10,2024-03-13,C0375,Tendai Maseko,Small Business,P1034,Laptop Backpack,Apparel,Bags,Western Cape,Coastal,George,Online,Mobile Money,Standard,1,28.73,0.0,28.73,0.0,28.73,17.63,17.63,11.1,0.3864,3,Not Returned
ORD100545,2025-10-17,2025-10-21,C0274,Tariro Moyo,Corporate,P1001,Laptop Pro 14,Technology,Laptops,Gauteng,Inland,Midrand,Retail Store,EFT,Standard,1,672.65,0.15,672.65,100.9,571.75,458.71,458.71,113.04,0.1977,4,Returned
ORD100546,2023-08-06,2023-08-10,C0159,Lerato Mokoena,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,North West,Inland,Rustenburg,Corporate Account,EFT,Standard,4,12.08,0.0,48.32,0.0,48.32,7.15,28.6,19.72,0.4081,4,Not Returned
ORD100547,2024-07-05,2024-07-10,C0032,Brian Mahlangu,Corporate,P1034,Laptop Backpack,Apparel,Bags,Free State,Inland,Sasolburg,Retail Store,Mobile Money,Standard,1,28.27,0.05,28.27,1.41,26.86,16.35,16.35,10.51,0.3913,5,Not Returned
ORD100548,2025-06-23,2025-07-03,C0112,Nomsa Mabena,Consumer,P1016,Stapler Heavy Duty,Office Supplies,Desk Accessories,KwaZulu-Natal,Coastal,Umhlanga,Corporate Account,EFT,Express,1,8.28,0.15,8.28,1.24,7.04,4.51,4.51,2.53,0.3594,10,Not Returned
ORD100549,2023-07-09,2023-07-11,C0182,Kabelo Moyo,Consumer,P1034,Laptop Backpack,Apparel,Bags,Gauteng,Inland,Soweto,Corporate Account,Card,Collection,2,31.6,0.0,63.2,0.0,63.2,17.7,35.4,27.8,0.4399,2,Not Returned
ORD100550,2023-11-30,2023-12-03,C0428,Thabo Maseko,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,Western Cape,Coastal,Bellville,Call Centre,Card,Standard,2,61.77,0.0,123.54,0.0,123.54,42.83,85.66,37.88,0.3066,3,Not Returned
ORD100551,2025-06-04,2025-06-06,C0220,Nandi Maseko,Small Business,P1014,Ink Cartridge Colour,Office Supplies,Printing,Gauteng,Inland,Johannesburg,Retail Store,Card,Standard,2,30.37,0.05,60.74,3.04,57.7,19.05,38.1,19.6,0.3397,2,Not Returned
ORD100552,2025-01-22,2025-01-23,C0074,Sipho Williams,Consumer,P1035,Rain Jacket,Apparel,Outerwear,Mpumalanga,Inland,Emalahleni,Retail Store,EFT,Standard,1,35.82,0.0,35.82,0.0,35.82,20.15,20.15,15.67,0.4375,1,Not Returned
ORD100553,2025-05-15,2025-05-19,C0250,Kabelo Patel,Corporate,P1031,Corporate Shirt,Apparel,Workwear,North West,Inland,Mahikeng,Retail Store,Card,Standard,3,14.75,0.0,44.25,0.0,44.25,7.23,21.69,22.56,0.5098,4,Not Returned
ORD100554,2025-08-07,2025-08-14,C0352,Nandi Sibanda,Corporate,P1013,Printer Toner Black,Office Supplies,Printing,Free State,Inland,Bloemfontein,Call Centre,EFT,Express,2,69.64,0.1,139.28,13.93,125.35,45.78,91.56,33.79,0.2696,7,Not Returned
ORD100555,2023-06-21,2023-06-24,C0213,Brian Sibanda,Small Business,P1021,Boardroom Table,Furniture,Tables,Western Cape,Coastal,George,Retail Store,Card,Standard,1,487.03,0.15,487.03,73.05,413.98,321.45,321.45,92.53,0.2235,3,Not Returned
ORD100556,2024-09-07,2024-09-09,C0289,Nomsa Mthembu,Consumer,P1014,Ink Cartridge Colour,Office Supplies,Printing,Free State,Inland,Welkom,Online,Card,Standard,1,29.61,0.05,29.61,1.48,28.13,19.21,19.21,8.92,0.3171,2,Not Returned
ORD100557,2023-08-09,2023-08-13,C0405,Sibusiso Nkosi,Consumer,P1018,Whiteboard Marker Set,Office Supplies,Presentation,Limpopo,Inland,Thohoyandou,Retail Store,Cash,Standard,4,7.89,0.05,31.56,1.58,29.98,3.99,15.96,14.02,0.4676,4,Not Returned
ORD100558,2023-06-17,2023-06-19,C0317,Sibusiso Dube,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,Western Cape,Coastal,George,Retail Store,Cash,Collection,3,64.57,0.1,193.71,19.37,174.34,44.88,134.64,39.7,0.2277,2,Not Returned
ORD100559,2024-11-11,2024-11-13,C0430,Blessing Naidoo,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,Gauteng,Inland,Midrand,Retail Store,EFT,Standard,4,12.98,0.0,51.92,0.0,51.92,6.95,27.8,24.12,0.4646,2,Not Returned
ORD100560,2025-06-18,2025-06-23,C0245,Precious Khumalo,Consumer,P1006,Keyboard Combo,Technology,Accessories,Eastern Cape,Coastal,East London,Retail Store,Card,Standard,3,21.69,0.0,65.07,0.0,65.07,12.77,38.31,26.76,0.4112,5,Not Returned
